trial,sign_count,stouffer_Z,inerts_q4,inerts_q6,inerts_q8,inerts_q12
8049,4,2.403331,522,525,521,508
8050,3,0.822192,517,513,504,492
8051,2,0.031623,493,499,501,508
8052,3,1.106797,498,518,511,508
8053,4,1.486271,514,507,503,523
8054,4,2.624690,517,502,528,536
8055,1,-0.822192,485,487,499,503
8056,4,1.296534,515,509,503,514
8057,2,0.221359,502,493,517,495
8058,4,1.739253,515,522,503,515
8059,0,-0.632456,498,489,500,493
8060,2,0.537587,514,499,511,493
8061,3,0.600833,506,499,507,507
8062,4,3.510128,538,525,529,519
8063,1,-2.023858,477,483,502,474
8064,2,0.411096,508,499,506,500
8065,3,1.106797,505,528,494,508
8066,3,1.644384,517,491,509,535
8067,4,0.790569,503,506,506,510
8068,1,-1.170043,504,491,492,476
8069,1,-0.790569,491,501,500,483
8070,2,-0.126491,509,493,506,488
8071,3,1.992235,502,496,529,536
8072,1,-1.201666,483,506,478,495
8073,1,-0.094868,495,497,496,509
8074,2,-0.094868,505,511,492,489
8075,4,0.600833,501,501,516,501
8076,3,1.296534,494,502,530,515
8077,2,-0.126491,480,519,496,501
8078,0,-2.213594,488,479,490,473
8079,1,-0.537587,503,491,493,496
8080,4,1.865744,511,520,504,524
8081,2,0.031623,505,530,476,490
8082,2,0.094868,480,515,509,499
8083,4,2.023858,511,520,516,517
8084,3,0.600833,496,504,517,502
8085,1,-1.075174,489,479,501,497
8086,1,-1.170043,482,502,496,483
8087,2,0.126491,486,517,491,510
8088,2,-0.379473,464,508,492,524
8089,4,1.549516,522,501,519,507
8090,2,0.442719,511,492,499,512
8091,0,-2.434954,494,487,477,465
8092,0,-2.561445,476,471,488,484
8093,4,1.834121,505,520,524,509
8094,3,2.213594,530,529,499,512
8095,2,0.189737,503,492,512,499
8096,0,-1.138420,482,492,492,498
8097,3,0.790569,511,512,508,494
8098,0,-0.980306,491,494,487,497
8099,3,1.106797,508,498,517,512
8100,3,1.802498,500,535,513,509
8101,3,1.138420,510,519,495,512
8102,2,0.000000,512,491,496,501
8103,3,1.043552,502,489,527,515
8104,2,0.000000,507,479,520,494
8105,1,-0.126491,498,512,500,486
8106,2,0.569210,503,530,486,499
8107,3,1.296534,523,519,503,496
8108,1,-1.011929,483,482,499,504
8109,2,-0.284605,494,478,512,507
8110,3,0.600833,501,496,516,506
8111,4,2.181972,533,502,516,518
8112,4,1.676007,505,509,524,515
8113,1,-0.094868,499,492,520,486
8114,0,-2.023858,485,484,471,496
8115,0,-0.980306,493,491,497,488
8116,1,-1.328157,487,478,501,492
8117,2,0.221359,520,486,505,496
8118,0,-1.992235,475,488,486,488
8119,1,-1.770875,508,477,474,485
8120,1,-1.391402,505,488,484,479
8121,4,1.138420,512,515,501,508
8122,4,0.948683,503,510,511,506
8123,1,-0.379473,510,493,490,495
8124,0,-3.067409,479,484,464,476
8125,2,0.252982,515,498,494,501
8126,2,0.474342,500,507,508,500
8127,4,1.423025,510,509,516,510
8128,3,1.075174,514,496,510,514
8129,4,1.928989,512,506,519,524
8130,3,0.917061,508,506,499,516
8131,3,2.877673,543,492,545,511
8132,2,0.758947,529,487,497,511
8133,0,-2.276840,484,472,489,483
8134,1,-0.252982,491,511,495,495
8135,0,-1.043552,491,493,483,500
8136,3,0.822192,513,511,511,491
8137,3,0.727324,506,507,517,493
8138,4,2.308463,508,515,513,537
8139,0,-1.707630,478,483,499,486
8140,0,-2.340085,477,475,497,477
8141,2,0.442719,500,500,506,508
8142,0,-1.296534,486,488,497,488
8143,2,0.284605,511,497,492,509
8144,2,-1.011929,502,502,483,481
8145,2,0.031623,505,495,503,498
8146,2,-0.569210,506,489,485,502
8147,3,1.423025,517,511,499,518
8148,4,2.434954,518,518,520,521
8149,4,1.549516,515,525,501,508
8150,4,3.099032,527,537,516,518
8151,3,1.454648,527,516,496,507
8152,0,-1.359779,482,497,488,490
8153,0,-2.150349,472,492,496,472
8154,4,1.676007,509,524,504,516
8155,1,-1.676007,504,473,491,479
8156,1,-1.106797,483,488,487,507
8157,2,0.031623,492,510,497,502
8158,3,0.537587,501,499,507,510
8159,2,-0.442719,504,502,490,490
8160,3,2.087103,518,497,516,535
8161,2,-0.600833,513,474,505,489
8162,4,2.846050,539,524,523,504
8163,4,2.118726,522,504,535,506
8164,3,1.264911,524,502,516,498
8165,4,1.549516,506,508,524,511
8166,0,-2.276840,471,495,476,486
8167,3,1.359779,513,509,537,484
8168,3,1.739253,492,518,526,519
8169,0,-1.043552,491,497,492,487
8170,3,0.505964,515,489,508,504
8171,1,-1.106797,504,485,483,493
8172,4,1.486271,515,513,506,513
8173,0,-1.992235,486,495,472,484
8174,0,-1.423025,482,495,496,482
8175,1,-0.189737,497,493,514,490
8176,3,0.600833,504,495,505,515
8177,2,0.000000,503,514,489,494
8178,4,2.245217,522,521,503,525
8179,2,0.664078,498,497,513,513
8180,1,-0.853815,492,491,504,486
8181,2,1.106797,499,500,525,511
8182,2,0.474342,519,500,494,502
8183,4,1.834121,521,507,516,514
8184,1,-0.822192,500,503,482,489
8185,1,-0.885438,478,493,504,497
8186,1,-0.917061,482,490,482,517
8187,1,-0.664078,492,497,489,501
8188,2,0.600833,492,507,500,520
8189,3,1.549516,499,515,504,531
8190,2,-0.252982,487,509,501,495
8191,3,0.094868,503,501,510,489
8192,3,1.454648,496,506,524,520
8193,3,0.980306,493,505,509,524
8194,2,0.442719,507,494,516,497
8195,3,1.201666,521,511,485,521
8196,0,-3.352014,494,448,490,462
8197,1,-0.094868,495,508,494,500
8198,3,1.138420,500,524,502,510
8199,0,-3.794733,459,462,493,466
8200,3,1.106797,505,520,498,512
8201,3,1.359779,509,536,504,494
8202,0,-2.055480,488,485,492,470
8203,3,2.529822,526,535,498,521
8204,0,-0.411096,500,492,500,495
8205,2,0.695701,514,527,492,489
8206,1,-0.917061,490,488,505,488
8207,2,0.505964,477,498,532,509
8208,0,-1.676007,490,463,500,494
8209,0,-1.264911,486,483,495,496
8210,1,-1.676007,483,507,479,478
8211,2,-0.600833,482,495,503,501
8212,4,1.201666,514,504,514,506
8213,0,-1.391402,478,496,487,495
8214,3,1.897367,533,497,526,504
8215,1,-0.758947,497,487,505,487
8216,2,-0.442719,505,487,505,489
8217,4,1.328157,512,514,509,507
8218,4,2.118726,527,510,525,505
8219,4,0.758947,508,503,505,508
8220,4,1.170043,508,507,508,514
8221,3,0.505964,513,519,483,501
8222,2,0.411096,499,486,515,513
8223,2,0.031623,504,493,496,508
8224,2,-0.411096,504,479,505,499
8225,2,-0.347851,496,478,503,512
8226,0,-0.758947,497,495,488,496
8227,1,-1.106797,469,513,490,493
8228,4,1.676007,510,513,524,506
8229,1,-0.505964,483,496,498,507
8230,1,-0.442719,499,487,516,484
8231,4,1.770875,510,509,521,516
8232,1,-0.695701,494,484,509,491
8233,2,1.612762,498,487,532,534
8234,4,1.960612,523,524,507,508
8235,3,0.347851,511,470,528,502
8236,4,3.035787,525,537,513,521
8237,3,1.612762,514,525,491,521
8238,1,-1.106797,477,506,484,498
8239,4,1.075174,514,507,502,511
8240,0,-2.371708,473,482,477,493
8241,3,0.885438,508,515,488,517
8242,1,-1.011929,482,474,515,497
8243,3,0.632456,515,485,519,501
8244,4,1.581139,507,515,514,514
8245,3,2.751182,540,500,531,516
8246,3,0.727324,496,507,507,513
8247,2,0.379473,517,496,507,492
8248,3,1.359779,493,514,505,531
8249,2,-0.284605,498,487,504,502
8250,1,0.505964,500,498,526,492
8251,1,-0.221359,493,495,507,498
8252,2,0.442719,496,511,498,509
8253,3,0.379473,502,499,508,503
8254,4,1.928989,524,511,504,522
8255,2,-0.411096,512,489,504,482
8256,4,3.193900,518,536,510,537
8257,2,-0.094868,512,483,503,499
8258,3,1.170043,526,518,492,501
8259,2,1.075174,503,542,490,499
8260,2,-0.537587,487,474,512,510
8261,1,-1.170043,482,501,489,491
8262,2,0.379473,492,511,509,500
8263,4,1.960612,512,502,519,529
8264,2,-0.474342,483,524,477,501
8265,2,0.126491,506,499,504,495
8266,3,2.434954,500,516,526,535
8267,0,-1.106797,487,484,495,499
8268,3,1.170043,517,499,512,509
8269,1,-0.379473,495,500,487,506
8270,1,-0.000000,499,516,491,494
8271,2,-2.150349,507,456,505,464
8272,3,0.252982,497,503,503,505
8273,4,2.023858,523,521,501,519
8274,0,-0.885438,499,490,484,499
8275,2,0.822192,497,509,497,523
8276,4,3.035787,523,541,507,525
8277,4,1.486271,510,514,521,502
8278,4,2.403331,508,525,527,516
8279,0,-2.055480,494,474,488,479
8280,0,-1.486271,481,477,495,500
8281,4,1.612762,509,507,510,525
8282,1,-0.980306,495,513,477,484
8283,4,3.826356,529,517,541,534
8284,3,1.802498,524,513,531,489
8285,3,1.391402,495,503,525,521
8286,0,-1.138420,494,500,487,483
8287,2,0.347851,511,492,513,495
8288,2,-0.189737,494,503,486,511
8289,3,-0.000000,491,505,503,501
8290,1,0.126491,523,496,488,497
8291,4,2.529822,522,521,514,523
8292,4,2.877673,518,523,527,523
8293,2,-0.063246,504,517,491,486
8294,2,0.031623,502,495,509,495
8295,3,1.264911,512,519,509,500
8296,3,0.158114,503,502,499,501
8297,1,-1.043552,491,478,506,492
8298,2,-0.252982,490,505,488,509
8299,0,-2.340085,483,479,480,484
8300,0,-2.909295,482,494,449,483
8301,3,0.885438,516,522,502,488
8302,4,1.517893,503,503,513,529
8303,2,0.189737,500,515,465,526
8304,4,2.972541,539,513,531,511
8305,4,2.909295,520,516,528,528
8306,3,1.106797,507,514,514,500
8307,4,2.751182,536,501,540,510
8308,3,1.201666,505,505,540,488
8309,3,1.138420,517,500,509,510
8310,0,-1.011929,484,492,493,499
8311,4,1.644384,518,519,503,512
8312,3,0.664078,515,502,498,506
8313,0,-0.790569,490,493,495,497
8314,0,-1.296534,494,489,483,493
8315,4,1.865744,527,522,508,502
8316,3,0.442719,506,498,505,505
8317,3,1.423025,514,482,531,518
8318,1,-1.011929,503,491,494,480
8319,2,0.474342,513,491,495,516
8320,0,-2.751182,480,491,474,468
8321,4,1.106797,507,518,504,506
8322,2,-0.094868,501,490,514,492
8323,1,-1.043552,483,482,510,492
8324,4,1.802498,518,509,512,518
8325,3,-0.063246,489,503,503,503
8326,2,-0.790569,489,505,501,480
8327,2,0.632456,498,483,513,526
8328,3,0.252982,505,507,504,492
8329,1,-0.980306,489,508,481,491
8330,0,-2.782804,466,470,491,485
8331,0,-0.822192,496,482,497,499
8332,3,0.664078,511,488,515,507
8333,4,2.087103,523,502,537,504
8334,1,-0.063246,519,496,493,490
8335,4,3.004164,539,503,537,516
8336,4,1.739253,515,501,531,508
8337,0,-2.308463,471,487,484,485
8338,3,0.727324,512,497,502,512
8339,3,1.106797,500,525,503,507
8340,0,-1.359779,481,478,498,500
8341,3,0.537587,504,492,519,502
8342,0,-1.676007,478,490,486,493
8343,4,1.960612,512,520,504,526
8344,1,-0.822192,501,495,496,482
8345,1,-0.664078,492,470,519,498
8346,4,3.952847,534,534,524,533
8347,4,1.770875,520,517,503,516
8348,0,-1.834121,483,480,494,485
8349,0,-3.067409,472,488,482,461
8350,3,0.758947,512,506,506,500
8351,0,-2.087103,483,493,485,473
8352,1,-0.790569,500,505,492,478
8353,4,1.739253,509,530,504,512
8354,0,-0.948683,498,483,498,491
8355,3,1.264911,517,488,515,520
8356,4,1.201666,513,512,503,510
8357,4,2.909295,532,517,527,516
8358,2,-0.031623,503,507,494,495
8359,3,0.790569,508,488,519,510
8360,3,0.695701,507,512,514,489
8361,2,-0.063246,500,486,503,509
8362,4,1.739253,514,512,514,515
8363,3,0.980306,522,489,505,515
8364,2,-0.474342,503,516,473,493
8365,2,0.189737,523,514,477,492
8366,2,-1.075174,481,505,502,478
8367,2,0.695701,490,523,511,498
8368,4,0.537587,501,506,507,503
8369,2,1.359779,532,518,498,495
8370,2,-0.284605,514,486,502,489
8371,3,1.011929,502,524,512,494
8372,1,-0.917061,498,491,509,473
8373,2,0.316228,525,484,519,482
8374,1,-1.865744,475,464,503,499
8375,0,-1.897367,481,488,495,476
8376,4,1.075174,511,506,511,506
8377,3,1.043552,510,521,512,490
8378,1,-0.537587,491,505,496,491
8379,1,-0.790569,498,504,484,489
8380,3,1.549516,515,491,519,524
8381,1,0.000000,507,500,493,500
8382,1,-1.328157,484,475,498,501
8383,1,-1.612762,487,493,467,502
8384,3,0.505964,519,502,490,505
8385,4,2.023858,520,520,512,512
8386,1,-0.980306,502,477,495,495
8387,0,-1.897367,481,498,482,479
8388,3,1.359779,532,514,505,492
8389,1,-0.031623,496,518,489,496
8390,2,0.474342,500,498,503,514
8391,1,-0.727324,486,500,504,487
8392,4,2.466577,517,505,523,533
8393,1,-1.676007,483,478,502,484
8394,2,0.600833,517,498,513,491
8395,2,0.505964,495,522,496,503
8396,4,3.541751,535,521,522,534
8397,3,0.442719,491,505,509,509
8398,1,0.094868,515,494,496,498
8399,1,-0.758947,486,510,480,500
8400,2,1.106797,500,491,521,523
8401,4,1.549516,509,509,512,519
8402,2,0.031623,514,510,496,481
8403,1,0.189737,500,497,499,510
8404,1,-0.917061,474,494,509,494
8405,4,2.023858,509,511,516,528
8406,3,0.822192,517,511,492,506
8407,0,-1.739253,473,492,498,482
8408,2,0.537587,513,496,510,498
8409,1,-1.201666,476,486,498,502
8410,2,0.537587,510,512,495,500
8411,4,1.486271,515,514,509,509
8412,4,2.466577,509,534,523,512
8413,1,-1.138420,480,487,505,492
8414,0,-2.972541,483,472,478,473
8415,4,2.403331,510,509,521,536
8416,4,2.814427,525,512,526,526
8417,1,-1.992235,473,512,463,489
8418,2,0.442719,507,489,527,491
8419,3,1.960612,512,538,516,496
8420,3,0.758947,499,511,508,506
8421,0,-0.632456,500,497,490,493
8422,4,2.150349,517,536,505,510
8423,1,-2.877673,455,501,470,483
8424,4,2.055480,511,522,508,524
8425,1,-1.486271,490,478,504,481
8426,1,-0.885438,496,478,490,508
8427,2,-0.411096,471,510,507,499
8428,0,-1.517893,487,486,480,499
8429,0,-0.980306,493,489,499,488
8430,4,2.403331,524,516,524,512
8431,3,1.517893,497,511,516,524
8432,3,1.264911,483,523,513,521
8433,3,0.790569,512,497,515,501
8434,3,2.055480,525,499,521,520
8435,3,0.063246,503,505,490,504
8436,4,2.687936,528,518,528,511
8437,2,-0.505964,499,507,470,508
8438,1,-1.233288,489,470,513,489
8439,4,2.751182,523,509,527,528
8440,1,-1.138420,502,479,500,483
8441,1,-0.537587,496,496,505,486
8442,1,-0.600833,508,499,491,483
8443,1,-0.980306,496,480,504,489
8444,2,0.885438,511,496,529,492
8445,3,2.055480,520,528,496,521
8446,2,1.233288,521,519,500,499
8447,4,2.403331,518,507,512,539
8448,4,1.264911,502,516,507,515
8449,1,-1.011929,471,495,496,506
8450,0,-1.517893,484,493,483,492
8451,3,0.569210,512,507,494,505
8452,2,1.201666,529,522,492,495
8453,0,-1.834121,483,480,493,486
8454,3,2.561445,528,535,490,528
8455,2,0.252982,523,504,485,496
8456,3,2.150349,539,485,515,529
8457,1,-1.043552,494,474,510,489
8458,4,2.181972,518,534,506,511
8459,0,-2.593068,487,494,465,472
8460,3,0.980306,505,531,501,494
8461,0,-1.233288,490,489,496,486
8462,0,-1.897367,482,489,469,500
8463,3,1.391402,499,512,520,513
8464,2,0.474342,492,520,496,507
8465,3,1.992235,519,527,496,521
8466,1,-0.442719,490,511,489,496
8467,3,0.885438,508,498,507,515
8468,1,-2.308463,471,492,460,504
8469,3,0.664078,494,510,505,512
8470,3,0.980306,517,504,512,498
8471,3,1.992235,527,526,521,489
8472,2,0.442719,497,515,485,517
8473,1,-0.980306,514,482,494,479
8474,3,0.094868,505,506,522,470
8475,3,0.569210,509,497,506,506
8476,2,-0.347851,494,503,504,488
8477,4,2.308463,503,522,524,524
8478,1,-0.537587,484,500,494,505
8479,3,1.834121,497,512,527,522
8480,1,-2.055480,475,510,483,467
8481,0,-1.138420,488,484,497,495
8482,2,-0.442719,492,503,511,480
8483,3,0.600833,502,510,511,496
8484,1,-0.189737,519,495,499,481
8485,3,0.126491,505,490,504,505
8486,2,-0.031623,507,499,502,491
8487,0,-0.695701,487,499,497,495
8488,1,-0.063246,499,499,507,493
8489,3,1.233288,490,504,516,529
8490,3,1.170043,512,522,510,493
8491,4,1.612762,509,508,504,530
8492,0,-1.264911,497,489,496,478
8493,0,-1.897367,499,488,471,482
8494,4,1.359779,502,517,506,518
8495,4,2.023858,517,517,515,515
8496,0,-1.549516,482,500,475,494
8497,4,2.940918,518,518,537,520
8498,1,-0.758947,479,497,496,504
8499,2,0.474342,495,497,513,510
8500,2,-0.000000,515,480,511,494
8501,1,-0.031623,492,499,490,518
8502,2,-0.442719,494,484,501,507
8503,2,0.284605,496,500,507,506
8504,3,1.201666,493,503,530,512
8505,4,2.308463,514,533,501,525
8506,2,0.126491,513,479,524,488
8507,4,1.549516,501,511,517,520
8508,1,-0.126491,492,499,508,497
8509,1,-1.201666,502,477,493,490
8510,4,0.695701,501,512,507,502
8511,4,0.885438,511,503,504,510
8512,4,1.770875,519,508,515,514
8513,1,-0.822192,470,499,491,514
8514,4,1.612762,506,515,515,515
8515,0,-3.130655,469,469,492,471
8516,3,0.885438,494,520,504,510
8517,2,0.189737,510,499,507,490
8518,1,-0.474342,494,492,489,510
8519,0,-1.391402,480,491,487,498
8520,3,0.727324,497,510,505,511
8521,2,0.474342,490,513,516,496
8522,1,-1.106797,478,488,507,492
8523,1,-1.423025,515,481,486,473
8524,3,1.707630,533,499,513,509
8525,4,2.719559,520,504,540,522
8526,4,3.952847,536,511,543,535
8527,4,2.782804,522,527,515,524
8528,3,1.739253,522,496,509,528
8529,3,0.411096,503,504,495,511
8530,3,0.853815,506,508,519,494
8531,2,1.423025,535,497,517,496
8532,0,-1.423025,488,483,497,487
8533,3,0.917061,502,519,495,513
8534,2,0.316228,521,517,481,491
8535,2,0.063246,512,517,483,490
8536,2,-0.031623,503,519,491,486
8537,1,-2.308463,474,475,501,477
8538,3,0.632456,510,491,511,508
8539,3,1.170043,497,509,519,512
8540,3,1.770875,527,505,500,524
8541,3,0.853815,512,512,510,493
8542,4,1.739253,501,515,533,506
8543,1,-0.347851,498,510,499,482
8544,4,5.913459,543,549,537,558
8545,0,-2.087103,483,477,489,485
8546,2,-0.664078,472,501,485,521
8547,1,-0.189737,503,496,496,499
8548,4,0.727324,512,507,502,502
8549,2,-0.031623,505,505,490,499
8550,4,1.644384,507,528,506,511
8551,2,-0.316228,501,494,508,487
8552,2,-0.411096,495,510,471,511
8553,0,-1.644384,489,476,493,490
8554,4,0.790569,501,505,508,511
8555,3,0.980306,516,486,512,517
8556,1,-0.221359,494,504,495,500
8557,2,-0.221359,516,502,478,497
8558,2,0.221359,511,511,489,496
8559,3,1.454648,524,490,515,517
8560,2,0.189737,482,516,493,515
8561,2,0.158114,500,502,512,491
8562,1,-0.189737,488,499,513,494
8563,4,1.834121,514,514,513,517
8564,2,1.170043,526,492,494,525
8565,2,1.296534,521,530,498,492
8566,4,2.087103,506,505,529,526
8567,1,-1.707630,485,507,457,497
8568,1,0.347851,513,500,499,499
8569,2,-0.822192,501,476,504,493
8570,3,1.328157,488,508,527,519
8571,1,-0.917061,482,500,502,487
8572,1,-0.600833,517,494,484,486
8573,3,1.423025,510,499,524,512
8574,2,0.411096,493,502,518,500
8575,4,2.466577,522,523,518,515
8576,3,0.505964,506,513,494,503
8577,0,-2.529822,465,478,497,480
8578,1,-0.632456,500,489,490,501
8579,1,-0.411096,481,488,492,526
8580,3,0.980306,495,503,517,516
8581,4,1.201666,506,501,515,516
8582,4,1.517893,514,518,505,511
8583,0,-1.770875,491,486,482,485
8584,4,2.276840,528,506,520,518
8585,3,1.391402,518,509,520,497
8586,2,-0.094868,500,501,486,510
8587,2,0.695701,498,536,487,501
8588,4,1.802498,526,511,508,512
8589,1,-2.023858,476,476,502,482
8590,2,0.727324,498,517,498,510
8591,2,-0.917061,506,509,477,479
8592,2,0.126491,477,510,497,520
8593,2,0.094868,503,498,497,505
8594,2,-0.885438,474,484,512,502
8595,2,1.043552,530,498,510,495
8596,3,1.233288,499,510,509,521
8597,1,-2.055480,474,480,509,472
8598,3,-0.031623,507,502,507,483
8599,2,-0.094868,481,498,507,511
8600,1,-0.000000,516,496,497,491
8601,3,0.664078,518,509,510,484
8602,3,0.948683,520,518,489,503
8603,4,1.011929,515,501,510,506
8604,3,-0.063246,502,486,506,504
8605,2,0.284605,495,496,504,514
8606,3,0.885438,497,503,515,513
8607,1,-1.359779,475,504,488,490
8608,2,-0.189737,504,498,491,501
8609,3,-0.284605,485,503,502,501
8610,2,0.505964,494,490,506,526
8611,3,1.328157,531,513,510,488
8612,3,0.664078,504,511,493,513
8613,0,-2.308463,484,496,484,463
8614,1,-0.347851,498,507,487,497
8615,2,0.664078,507,500,498,516
8616,2,0.221359,496,512,510,489
8617,2,-0.063246,475,514,499,510
8618,3,0.885438,499,506,508,515
8619,4,1.739253,517,515,514,509
8620,3,0.158114,503,510,502,490
8621,1,-0.347851,488,524,486,491
8622,2,0.948683,521,495,520,494
8623,2,1.011929,523,493,520,496
8624,4,1.201666,509,508,505,516
8625,3,0.442719,499,504,508,503
8626,4,1.549516,517,518,502,512
8627,4,1.517893,515,508,511,514
8628,2,0.853815,494,513,500,520
8629,3,1.106797,499,502,518,516
8630,2,-0.221359,503,472,523,495
8631,1,-0.221359,494,497,498,504
8632,4,2.213594,507,515,514,534
8633,3,1.233288,506,517,516,500
8634,3,0.664078,502,516,499,504
8635,3,0.853815,495,514,506,512
8636,1,-0.569210,492,507,498,485
8637,1,-0.885438,490,513,482,487
8638,4,1.802498,508,533,502,514
8639,4,2.751182,530,520,518,519
8640,4,3.478505,518,516,539,537
8641,3,0.885438,515,501,515,497
8642,0,-1.644384,485,487,481,495
8643,0,-0.664078,496,496,500,487
8644,3,1.233288,503,520,497,519
8645,1,-0.822192,493,474,521,486
8646,4,1.454648,516,510,511,509
8647,0,-5.470740,465,459,445,458
8648,4,1.992235,523,522,509,509
8649,4,3.699865,536,547,527,507
8650,2,-0.252982,501,487,504,500
8651,1,-1.486271,487,475,503,488
8652,2,-0.252982,492,504,501,495
8653,3,1.328157,520,516,517,489
8654,4,1.834121,501,521,514,522
8655,3,1.201666,526,510,511,491
8656,3,0.853815,501,501,529,496
8657,2,0.094868,502,512,491,498
8658,3,0.822192,483,522,506,515
8659,2,-0.094868,492,502,508,495
8660,2,0.284605,494,506,511,498
8661,0,-1.739253,495,493,473,484
8662,3,-0.189737,501,519,471,503
8663,4,2.371708,510,531,505,529
8664,3,0.948683,505,499,506,520
8665,0,-1.517893,476,499,499,478
8666,4,2.150349,543,509,504,512
8667,0,-1.612762,493,494,494,468
8668,4,1.549516,511,517,502,519
8669,1,-3.763110,441,465,472,503
8670,0,-0.948683,496,496,492,486
8671,2,0.853815,520,500,499,508
8672,4,1.138420,505,502,517,512
8673,1,0.063246,500,496,515,491
8674,4,1.011929,508,505,508,511
8675,0,-2.434954,491,467,485,480
8676,3,1.170043,523,496,504,514
8677,2,-0.031623,516,513,478,492
8678,4,1.834121,512,509,527,510
8679,2,-0.600833,492,480,505,504
8680,2,-0.474342,502,502,482,499
8681,1,-0.727324,486,489,496,506
8682,4,4.174207,529,512,543,548
8683,4,0.411096,508,501,502,502
8684,2,0.474342,494,499,508,514
8685,3,0.284605,505,508,503,493
8686,3,1.707630,517,521,497,519
8687,4,2.150349,526,501,524,517
8688,2,0.379473,510,496,498,508
8689,4,1.264911,507,509,503,521
8690,2,1.201666,497,496,526,519
8691,4,1.834121,517,514,519,508
8692,4,2.498199,511,518,525,525
8693,0,-2.150349,474,500,481,477
8694,0,-2.466577,482,459,491,490
8695,3,0.664078,503,516,499,503
8696,3,0.948683,510,509,514,497
8697,1,-0.442719,507,497,489,493
8698,2,-0.126491,482,487,520,507
8699,0,-2.118726,472,493,475,493
8700,0,-1.517893,487,500,476,489
8701,0,-1.201666,484,489,497,492
8702,4,2.466577,511,507,531,529
8703,0,-1.992235,489,498,469,481
8704,0,-2.403331,481,495,491,457
8705,3,1.296534,521,504,525,491
8706,3,1.075174,514,517,497,506
8707,0,-2.719559,478,471,481,484
8708,4,2.593068,536,516,501,529
8709,2,-0.695701,508,502,473,495
8710,3,0.758947,508,519,492,505
8711,2,0.031623,500,502,506,493
8712,0,-3.541751,474,475,466,473
8713,0,-2.276840,491,484,478,475
8714,4,2.561445,522,517,517,525
8715,0,-2.466577,491,473,490,468
8716,0,-2.023858,477,485,499,475
8717,3,0.948683,503,510,495,522
8718,2,-0.031623,497,486,512,504
8719,1,-0.442719,508,498,486,494
8720,1,-0.252982,487,513,493,499
8721,0,-2.340085,488,487,457,494
8722,1,-1.138420,478,490,489,507
8723,3,0.379473,502,479,524,507
8724,4,2.498199,526,528,509,516
8725,3,0.822192,504,521,484,517
8726,2,-0.126491,517,501,496,482
8727,3,1.770875,515,500,512,529
8728,1,-0.063246,498,514,487,499
8729,4,2.972541,520,532,502,540
8730,3,0.632456,519,509,505,487
8731,0,-1.897367,487,496,469,488
8732,3,0.284605,499,506,503,501
8733,4,0.917061,513,501,509,506
8734,2,-0.189737,501,502,498,493
8735,3,0.347851,501,509,510,491
8736,2,0.316228,499,505,511,495
8737,3,1.201666,521,493,514,510
8738,0,-0.917061,494,498,483,496
8739,0,-2.719559,478,495,475,466
8740,1,-0.695701,510,499,492,477
8741,0,-0.980306,492,493,488,496
8742,1,-1.359779,486,482,513,476
8743,2,0.442719,496,515,483,520
8744,3,1.170043,512,508,493,524
8745,4,2.213594,532,523,513,502
8746,1,-0.600833,500,481,503,497
8747,1,-0.980306,501,499,478,491
8748,2,0.727324,492,515,499,517
8749,2,-0.347851,507,506,477,499
8750,2,1.106797,517,497,521,500
8751,1,-1.043552,486,502,485,494
8752,0,-2.529822,477,489,482,472
8753,2,-0.758947,487,503,484,502
8754,1,-0.695701,482,498,509,489
8755,3,0.505964,504,500,510,502
8756,3,1.106797,515,485,519,516
8757,4,2.593068,514,519,521,528
8758,3,0.600833,493,508,509,509
8759,2,-0.063246,511,496,489,502
8760,4,1.233288,507,505,517,510
8761,4,3.288769,543,517,524,520
8762,2,-0.316228,512,495,501,482
8763,0,-1.201666,496,486,490,490
8764,1,-0.758947,495,477,516,488
8765,4,1.549516,508,522,502,517
8766,3,0.790569,501,500,502,522
8767,1,-0.094868,500,482,517,498
8768,4,2.719559,516,531,513,526
8769,2,0.189737,495,486,510,515
8770,1,-0.189737,490,508,500,496
8771,0,-0.948683,494,489,491,496
8772,1,-1.106797,468,489,510,498
8773,1,-0.822192,494,504,493,483
8774,1,-1.359779,481,515,473,488
8775,2,-0.980306,482,506,479,502
8776,4,1.296534,504,519,508,510
8777,2,-0.569210,514,519,471,478
8778,0,-2.909295,492,485,462,469
8779,1,-0.474342,494,483,512,496
8780,0,-2.466577,485,474,481,482
8781,3,0.505964,505,496,505,510
8782,3,0.094868,507,480,505,511
8783,3,1.106797,518,501,531,485
8784,3,0.411096,486,507,516,504
8785,2,0.569210,491,500,519,508
8786,0,-3.510128,470,457,485,477
8787,3,1.644384,519,515,522,496
8788,4,3.383637,510,529,535,533
8789,4,1.296534,509,503,503,526
8790,2,0.031623,487,513,498,503
8791,2,-0.158114,507,488,505,495
8792,4,3.257146,526,518,546,513
8793,0,-4.110961,453,493,466,458
8794,4,1.423025,526,511,504,504
8795,1,-0.158114,500,499,495,501
8796,4,1.264911,519,512,503,506
8797,3,0.632456,495,501,508,516
8798,1,0.316228,496,499,500,515
8799,4,1.391402,513,504,514,513
8800,1,-1.328157,501,489,489,479
8801,4,2.276840,519,510,519,524
8802,1,-0.727324,493,487,506,491
8803,4,3.320392,541,521,511,532
8804,3,1.581139,525,512,498,515
8805,1,-0.379473,497,496,491,504
